AphiaID	url	scientificname	authority	status	unacceptreason	taxonRankID	rank	valid_AphiaID	valid_name	valid_authority	parentNameUsageID	kingdom	phylum	class	order	family	genus	citation	lsid	isMarine	isBrackish	isFreshwater	isTerrestrial	isExtinct	match_type	modified	id	tool
138533	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138533	Tellina	Linnaeus, 1758	accepted	NA	180	Genus	138533	Tellina	Linnaeus, 1758	225468	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Tellina	MolluscaBase eds. (2021). MolluscaBase. Tellina Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138533 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138533	1	NA	NA	NA	NA	exact	2018-07-14T05:03:34.340Z	59234	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	52624	EXTRACT
138992	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138992	Acanthocardia echinata	(Linnaeus, 1758)	accepted	NA	220	Species	138992	Acanthocardia echinata	(Linnaeus, 1758)	137732	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia	MolluscaBase eds. (2021). MolluscaBase. Acanthocardia echinata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138992 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138992	1	0	0	0	0	exact	2012-11-30T07:12:40.080Z	241154	EXTRACT
141936	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141936	Venus verrucosa	Linnaeus, 1758	accepted	NA	220	Species	141936	Venus verrucosa	Linnaeus, 1758	138648	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Venus	MolluscaBase eds. (2021). MolluscaBase. Venus verrucosa Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141936 on 2021-01-19	urn:lsid:marinespecies.org:taxname:141936	1	NA	NA	NA	NA	exact	2004-12-21T15:54:05Z	55715	EXTRACT
138533	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138533	Tellina	Linnaeus, 1758	accepted	NA	180	Genus	138533	Tellina	Linnaeus, 1758	225468	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Tellina	MolluscaBase eds. (2021). MolluscaBase. Tellina Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138533 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138533	1	NA	NA	NA	NA	exact	2018-07-14T05:03:34.340Z	59234	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	94844	EXTRACT
138262	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138262	Nucula	Lamarck, 1799	accepted	NA	180	Genus	138262	Nucula	Lamarck, 1799	204	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	MolluscaBase eds. (2021). MolluscaBase. Nucula Lamarck, 1799. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138262 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138262	1	NA	NA	NA	NA	exact	2012-06-18T20:41:14.700Z	47128	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	1056867	EXTRACT
765107	http://www.marinespecies.org/aphia.php?p=taxdetails&id=765107	Elysia marginata	(Pease, 1871)	accepted	NA	220	Species	765107	Elysia marginata	(Pease, 1871)	137928	Animalia	Mollusca	Gastropoda	NA	Plakobranchidae	Elysia	MolluscaBase eds. (2021). MolluscaBase. Elysia marginata (Pease, 1871). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=765107 on 2021-01-19	urn:lsid:marinespecies.org:taxname:765107	1	NA	NA	NA	NA	exact	2017-04-09T21:28:23.567Z	1093978	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	1387110	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	1706460	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	1743195	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	183836	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	1914875	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	2591573	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	2611583	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	28955	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	446436	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	507821	EXTRACT
392007	http://www.marinespecies.org/aphia.php?p=taxdetails&id=392007	Eumunida marginata	de Saint Laurent & Macpherson, 1990	accepted	NA	220	Species	392007	Eumunida marginata	de Saint Laurent & Macpherson, 1990	106831	Animalia	Arthropoda	Malacostraca	Decapoda	Eumunididae	Eumunida	WoRMS (2021). Eumunida marginata de Saint Laurent & Macpherson, 1990. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=392007 on 2021-01-19	urn:lsid:marinespecies.org:taxname:392007	1	NA	NA	NA	NA	exact	2009-04-21T10:47:48.903Z	521148	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	640493	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	931510	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	93363	EXTRACT
624505	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624505	Ectophora marginata	D'Archino & W.A.Nelson, 2011	accepted	NA	220	Species	624505	Ectophora marginata	D'Archino & W.A.Nelson, 2011	369609	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	Ectophora	Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ectophora marginata D'Archino & W.A.Nelson, 2011. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=624505 on 2021-01-19	urn:lsid:marinespecies.org:taxname:624505	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z	979698	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	704607	EXTRACT
215163	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215163	Turritella terebra	(Linnaeus, 1758)	accepted	NA	220	Species	215163	Turritella terebra	(Linnaeus, 1758)	138615	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Turritellidae	Turritella	MolluscaBase eds. (2021). MolluscaBase. Turritella terebra (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=215163 on 2021-01-19	urn:lsid:marinespecies.org:taxname:215163	1	NA	NA	NA	NA	exact	2014-02-04T11:31:10.570Z	13744	EXTRACT
137734	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137734	Cardium	Linnaeus, 1758	accepted	NA	180	Genus	137734	Cardium	Linnaeus, 1758	382144	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Cardium	MolluscaBase eds. (2021). MolluscaBase. Cardium Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=137734 on 2021-01-19	urn:lsid:marinespecies.org:taxname:137734	1	NA	NA	NA	0	exact	2018-09-26T05:55:17.187Z	268263	EXTRACT
1075872	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1075872	Parthenium	L.	accepted	NA	180	Genus	1075872	Parthenium	L.	1075171	Plantae	Tracheophyta	Magnoliopsida	Asterales	Compositae	Parthenium	Compositae Working Group (CWG) (2021). Global Compositae Database. Parthenium L.. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1075872 on 2021-01-19	urn:lsid:marinespecies.org:taxname:1075872	0	0	0	1	NA	exact	2019-10-30T08:48:30.967Z	35934	EXTRACT
137742	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137742	Cardita	Bruguière, 1792	accepted	NA	180	Genus	137742	Cardita	Bruguière, 1792	510697	Animalia	Mollusca	Bivalvia	Carditida	Carditidae	Cardita	MolluscaBase eds. (2021). MolluscaBase. Cardita Bruguière, 1792. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=137742 on 2021-01-19	urn:lsid:marinespecies.org:taxname:137742	1	0	0	0	0	exact	2020-01-09T08:10:12.543Z	52615	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	55979	EXTRACT
141360	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141360	Rissoa monodonta	Philippi, 1836	accepted	NA	220	Species	141360	Rissoa monodonta	Philippi, 1836	138456	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Rissoa	MolluscaBase eds. (2021). MolluscaBase. Rissoa monodonta Philippi, 1836. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141360 on 2021-01-19	urn:lsid:marinespecies.org:taxname:141360	1	NA	NA	NA	NA	exact	2004-12-21T15:54:05Z	1746134	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	13736	EXTRACT
137760	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137760	Cerithium	Bruguière, 1789	accepted	NA	180	Genus	137760	Cerithium	Bruguière, 1789	225178	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Cerithiidae	Cerithium	MolluscaBase eds. (2021). MolluscaBase. Cerithium Bruguière, 1789. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=137760 on 2021-01-19	urn:lsid:marinespecies.org:taxname:137760	1	1	NA	NA	NA	exact	2015-07-05T21:41:11.790Z	145869	EXTRACT
137760	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137760	Cerithium	Bruguière, 1789	accepted	NA	180	Genus	137760	Cerithium	Bruguière, 1789	225178	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Cerithiidae	Cerithium	MolluscaBase eds. (2021). MolluscaBase. Cerithium Bruguière, 1789. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=137760 on 2021-01-19	urn:lsid:marinespecies.org:taxname:137760	1	1	NA	NA	NA	exact	2015-07-05T21:41:11.790Z	145869	EXTRACT
138125	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138125	Lima	Bruguière, 1797	accepted	NA	180	Genus	138125	Lima	Bruguière, 1797	1778	Animalia	Mollusca	Bivalvia	Limida	Limidae	Lima	MolluscaBase eds. (2021). MolluscaBase. Lima Bruguière, 1797. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138125 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138125	1	NA	NA	NA	NA	exact	2018-10-20T11:57:08.440Z	102304	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	178984	EXTRACT
137701	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137701	Buccinum	Linnaeus, 1758	accepted	NA	180	Genus	137701	Buccinum	Linnaeus, 1758	149	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Buccinum	MolluscaBase eds. (2021). MolluscaBase. Buccinum Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=137701 on 2021-01-19	urn:lsid:marinespecies.org:taxname:137701	1	0	0	0	0	exact	2019-08-16T17:41:31.300Z	37540	EXTRACT
138196	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138196	Murex	Linnaeus, 1758	accepted	NA	180	Genus	138196	Murex	Linnaeus, 1758	225315	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Murex	MolluscaBase eds. (2021). MolluscaBase. Murex Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138196 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138196	1	NA	NA	NA	NA	exact	2015-07-25T17:43:41.203Z	57630	EXTRACT
138754	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138754	Aplysia depilans	Gmelin, 1791	accepted	NA	220	Species	138754	Aplysia depilans	Gmelin, 1791	137654	Animalia	Mollusca	Gastropoda	Aplysiida	Aplysiidae	Aplysia	MolluscaBase eds. (2021). MolluscaBase. Aplysia depilans Gmelin, 1791. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138754 on 2021-01-19	urn:lsid:marinespecies.org:taxname:138754	1	NA	NA	NA	NA	exact	2004-12-21T15:54:05Z	76186	EXTRACT
181530	http://www.marinespecies.org/aphia.php?p=taxdetails&id=181530	Murex brandaris	Linnaeus, 1758	unaccepted	original combination	220	Species	140389	Bolinus brandaris	(Linnaeus, 1758)	138196	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Murex	MolluscaBase eds. (2021). MolluscaBase. Murex brandaris Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=181530 on 2021-01-19	urn:lsid:marinespecies.org:taxname:181530	1	NA	NA	NA	NA	exact	2009-06-06T00:46:15.907Z	181909	EXTRACT
506699	http://www.marinespecies.org/aphia.php?p=taxdetails&id=506699	Alectryonella plicatula	(Gmelin, 1791)	accepted	NA	220	Species	506699	Alectryonella plicatula	(Gmelin, 1791)	492154	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Alectryonella	MolluscaBase eds. (2021). MolluscaBase. Alectryonella plicatula (Gmelin, 1791). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=506699 on 2021-01-19	urn:lsid:marinespecies.org:taxname:506699	1	NA	NA	NA	NA	exact	2010-09-15T11:43:10.727Z	74437	EXTRACT
124913	http://www.marinespecies.org/aphia.php?p=taxdetails&id=124913	Ophiura albida	Forbes, 1839	accepted	NA	220	Species	124913	Ophiura albida	Forbes, 1839	123574	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiura albida Forbes, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124913 on 2021-01-19	urn:lsid:marinespecies.org:taxname:124913	1	1	0	0	NA	exact	2011-07-13T12:05:25.480Z	72672	EXTRACT
135085	http://www.marinespecies.org/aphia.php?p=taxdetails&id=135085	Caryophyllia	Lamarck, 1801	accepted	NA	180	Genus	135085	Caryophyllia	Lamarck, 1801	135073	Animalia	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	Caryophyllia	Hoeksema, B. W.; Cairns, S. (2021). World List of Scleractinia. Caryophyllia Lamarck, 1801. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=135085 on 2021-01-19	urn:lsid:marinespecies.org:taxname:135085	1	0	0	0	0	exact	2020-01-12T17:20:22.097Z	130052	EXTRACT
558	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558	Porifera	Grant, 1836	accepted	NA	30	Phylum	558	Porifera	Grant, 1836	2	Animalia	Porifera	NA	NA	NA	NA	WoRMS (2021). Porifera. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=558 on 2021-01-19	urn:lsid:marinespecies.org:taxname:558	1	1	1	0	0	exact	2016-08-25T08:03:30.877Z	6040	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	68776	EXTRACT
1066	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1066	Crustacea	Brünnich, 1772	accepted	NA	40	Subphylum	1066	Crustacea	Brünnich, 1772	1065	Animalia	Arthropoda	NA	NA	NA	NA	WoRMS (2021). Crustacea. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1066 on 2021-01-19	urn:lsid:marinespecies.org:taxname:1066	1	1	1	1	NA	exact	2015-05-05T09:47:59.543Z	6657	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	28832	EXTRACT
144471	http://www.marinespecies.org/aphia.php?p=taxdetails&id=144471	Caulerpa prolifera	(Forsskål) J.V.Lamouroux, 1809	accepted	NA	220	Species	144471	Caulerpa prolifera	(Forsskål) J.V.Lamouroux, 1809	143816	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Caulerpaceae	Caulerpa	Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Caulerpa prolifera (Forsskål) J.V.Lamouroux, 1809. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=144471 on 2021-01-19	urn:lsid:marinespecies.org:taxname:144471	1	1	NA	NA	NA	exact	2015-06-26T12:00:51.270Z	76314	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	3193	EXTRACT
129580	http://www.marinespecies.org/aphia.php?p=taxdetails&id=129580	Serpula	Linnaeus, 1758	accepted	NA	180	Genus	129580	Serpula	Linnaeus, 1758	988	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Serpula	WoRMS (2021). Serpula Linnaeus, 1758. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129580 on 2021-01-19	urn:lsid:marinespecies.org:taxname:129580	1	0	0	0	0	exact	2017-11-06T20:33:13.010Z	249367	EXTRACT
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	29521	EXTRACT
129580	http://www.marinespecies.org/aphia.php?p=taxdetails&id=129580	Serpula	Linnaeus, 1758	accepted	NA	180	Genus	129580	Serpula	Linnaeus, 1758	988	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Serpula	WoRMS (2021). Serpula Linnaeus, 1758. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129580 on 2021-01-19	urn:lsid:marinespecies.org:taxname:129580	1	0	0	0	0	exact	2017-11-06T20:33:13.010Z	80744	EXTRACT
144059	http://www.marinespecies.org/aphia.php?p=taxdetails&id=144059	Acetabularia	J.V.Lamouroux, 1812	accepted	NA	180	Genus	144059	Acetabularia	J.V.Lamouroux, 1812	143703	Plantae	Chlorophyta	Ulvophyceae	Dasycladales	Polyphysaceae	Acetabularia	Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acetabularia J.V.Lamouroux, 1812. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=144059 on 2021-01-19	urn:lsid:marinespecies.org:taxname:144059	1	NA	NA	NA	NA	exact	2012-07-04T13:40:04.623Z	3136	EXTRACT
1066	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1066	Crustacea	Brünnich, 1772	accepted	NA	40	Subphylum	1066	Crustacea	Brünnich, 1772	1065	Animalia	Arthropoda	NA	NA	NA	NA	WoRMS (2021). Crustacea. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1066 on 2021-01-19	urn:lsid:marinespecies.org:taxname:1066	1	1	1	1	NA	exact	2015-05-05T09:47:59.543Z	6657	EXTRACT
205470	http://www.marinespecies.org/aphia.php?p=taxdetails&id=205470	Dictyomenia	Greville, 1830	accepted	NA	180	Genus	205470	Dictyomenia	Greville, 1830	494009	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Dictyomenia	Guiry, M.D. & Guiry, G.M. (2021). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dictyomenia Greville, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=205470 on 2021-01-19	urn:lsid:marinespecies.org:taxname:205470	1	NA	NA	NA	NA	exact	2010-08-12T11:51:04.150Z	1917024	EXTRACT
